,id,name,normalized_name,category_code,status,founded_at,country_code,city,region,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships
131789,c:276093,Spark Mobile,spark mobile,,operating,,,,unknown,,,0,0,2012-10-01,2013-10-21,2,3200000.0,,,0,0
131801,c:276105,Firefly Media,firefly media,news,operating,,USA,Chapel Hill,Raleigh-Durham,,,0,0,2013-10-31,2013-10-31,1,327545.0,,,0,1
131811,c:276115,Global Education Learning,global education learning,,operating,,USA,Redwood City,SF Bay,,,0,0,2012-04-01,2012-04-01,1,8000000.0,,,0,0
131819,c:276123,Transcast Media,transcast media,,operating,,,,unknown,,,0,0,2012-10-01,2012-10-01,1,1280000.0,,,0,0
131824,c:276128,Blend Systems,blend systems,web,operating,2012-01-01,USA,San Jose,SF Bay,,,0,0,2013-10-31,2013-10-31,1,1325000.0,,,0,2
131827,c:276131,Lion Biotechnologies,lion biotechnologies,biotech,ipo,,USA,Woodland Hills,Los Angeles,,,0,0,2013-10-31,2013-10-31,1,23000000.0,,,0,1
131838,c:276141,Ally Home Care,ally home care,health,operating,,USA,Fremont,SF Bay,,,0,0,2013-10-30,2013-10-30,1,200000.0,,,0,0
131842,c:276145,SKYE Associates,skye associates,ecommerce,operating,,USA,Bethesda,Washington DC,,,0,0,2013-10-31,2013-10-31,1,2500000.0,,,0,1
131869,c:276172,Ephesus Lighting,ephesus lighting,hardware,operating,2012-01-01,USA,Syracuse,Syracuse,,,0,0,2013-10-30,2013-10-30,1,275000.0,,,0,3
131887,c:276189,JK BioPharma Solutions,jk biopharma solutions,health,operating,2013-01-01,USA,Potomac,Washington DC,,,0,0,2013-10-29,2013-10-29,1,50000.0,,,0,1
131889,c:276190,Jaleva Pharmaceuticals,jaleva pharmaceuticals,biotech,operating,,USA,San Diego,San Diego,,,0,0,2011-05-31,2011-05-31,1,454462.0,,,0,3
131891,c:276192,KE2 Therm Solutions,ke2 therm solutions,hardware,operating,2009-01-01,USA,Washington,TBD,,,0,0,2013-10-30,2013-10-30,1,1506153.0,,,0,1
131896,c:276197,Yoink Games,yoink games,,operating,,USA,Redwood City,SF Bay,,,0,0,2012-01-01,2012-01-01,1,1496000.0,,,0,0
131897,c:276198,NoLimits Enterprises,nolimits enterprises,manufacturing,operating,2011-01-01,USA,Cincinnati,Cincinnati,,,0,0,2013-10-29,2013-10-29,1,150000.0,,,0,0
131900,c:27620,Inlet Technologies,inlet technologies,network_hosting,acquired,2003-01-01,USA,Raleigh,Raleigh-Durham,,,0,0,2005-07-26,2008-09-08,3,22400000.0,2005-01-01,2005-01-01,1,3
131908,c:276208,VLN Partners,vln,software,operating,,USA,Pittsburgh,Pittsburg,,,0,0,2011-05-31,2011-05-31,1,2501000.0,,,0,1
131909,c:276209,MedTera Solutions,medtera solutions,advertising,operating,2010-01-01,USA,New York,New York,,,0,0,2010-10-29,2010-10-29,1,250000.0,,,0,1
131913,c:276214,Blueprint Labs,blueprint labs,,operating,2010-01-01,USA,Palo Alto,SF Bay,,,0,0,2010-11-01,2012-01-01,2,1000000.0,,,0,0
131915,c:276216,Novia CareClinics,novia careclinics,health,operating,2006-01-01,USA,INDIANAPOLIS,Indianapolis,,,0,0,2009-05-20,2011-06-02,3,3780000.0,,,0,1
131919,c:27622,AWS Electronics,aws electronics,enterprise,operating,1974-01-01,GBR,,United Kingdom - Other,,,0,0,2008-09-29,2008-09-29,1,9915756.0,,,0,0
131921,c:276221,Blue Wheel Technologies,blue wheel technologies,hardware,operating,2010-01-01,USA,Austin,Austin,,,0,0,2011-06-02,2011-06-02,1,50000.0,,,0,1
131924,c:276224,MDconnectME,mdconnectme,health,operating,2010-08-01,,,unknown,,,0,0,2011-05-31,2011-05-31,1,50000.0,2013-09-20,2013-09-20,1,0
131928,c:276228,Advanced BioNutrition,advanced bionutrition,biotech,operating,,USA,Columbia,Washington DC,,,0,0,2011-05-25,2011-05-25,1,900000.0,,,0,2
131929,c:276229,Maraquia,maraquia,cleantech,operating,2012-03-17,,,unknown,,,0,0,2012-12-01,2012-12-01,1,1250000.0,,,0,0
131931,c:276230,Aperion Biologics,aperion biologics,biotech,operating,,USA,San Antonio,San Antonio,,,0,0,2011-05-31,2011-05-31,1,4500000.0,,,0,1
131932,c:276231,MyGrove Media,mygrove media,news,operating,2012-01-01,USA,Brooklyn,New York,,,0,0,2013-10-31,2013-10-31,1,180000.0,,,0,1
131933,c:276232,Arbella Insurance Foundation,arbella insurance foundation,finance,operating,1988-01-01,USA,Quincy,Boston,,,0,0,2013-11-01,2013-11-01,1,45000.0,,,0,0
131939,c:276239,AdMoment,admoment,advertising,operating,2012-08-01,RUS,Moscow,Moscow,,,0,0,2013-11-06,2013-11-06,1,3000000.0,2012-08-01,2012-08-01,1,2
131940,c:27624,AXSionics,axsionics,,operating,,CHE,,Switzerland - Other,,,0,0,2008-07-20,2008-07-20,1,9780000.0,,,0,0
131947,c:276246,Confluence Discovery Technologies,confluence discovery technologies,biotech,operating,,USA,St. Louis,Saint Louis,,,0,0,2011-01-01,2011-01-01,1,75000.0,2011-01-01,2011-01-01,1,2
131949,c:276248,Electrochaea,electrochaea,cleantech,operating,,USA,St. Louis,Saint Louis,,,0,0,2011-08-01,2011-08-01,1,250000.0,,,0,2
131952,c:276252,Euclises Pharmaceuticals,euclises pharmaceuticals,biotech,operating,2011-01-01,USA,St. Louis,Saint Louis,,,0,0,2012-05-01,2012-05-01,1,174998.0,,,0,3
131958,c:276258,Baloonr,baloonr,web,operating,2012-07-01,USA,Hilliard,Columbus,,,0,0,2013-04-01,2013-04-01,1,3000.0,2012-07-01,2013-04-01,2,2
131966,c:276265,DidLog,didlog,software,operating,2013-08-01,USA,Shaker Heights,Cleveland,,,0,0,2013-08-01,2013-08-01,1,20000.0,2013-08-01,2013-10-01,2,2
131972,c:276270,GiveNext,givenext,nonprofit,operating,2012-06-20,USA,Shaker Heights,Cleveland,,,0,0,2013-11-26,2013-11-26,1,25000.0,2013-10-23,2013-10-23,1,1
131976,c:276274,MediBeacon,medibeacon,biotech,operating,2011-01-01,USA,St. Louis,Saint Louis,,,0,0,2013-08-01,2013-08-01,1,3500000.0,,,0,2
132009,c:276307,Global Quorum,global quorum,software,operating,,USA,Redwood City,SF Bay,,,0,0,2013-11-15,2013-11-15,1,30000.0,,,0,1
132053,c:27635,AugmentWare,augmentware,software,closed,2007-11-08,MYS,Georgetown,Georgetown,,,0,0,2008-11-01,2009-02-01,2,90000.0,,,0,3
132073,c:276370,AddSearch,addsearch,,operating,,FIN,Helsinki,Helsinki,,,0,0,2013-11-07,2013-11-07,1,650000.0,,,0,3
132082,c:27638,LiveMusicMachine.Com,livemusicmachine com,,operating,,USA,,United States - Other,,,0,0,2007-01-01,2007-01-01,1,350000.0,,,0,1
132116,c:27641,Agent Video Intelligence,agent video intelligence,security,operating,2003-01-01,ISR,Rosh Haayin,Rosh Haayin,,,0,0,2006-04-24,2008-07-22,3,14000000.0,,,0,0
132131,c:276423,Mode De Faire,mode de faire,ecommerce,operating,2012-01-01,USA,Dallas,Dallas,,,0,0,2013-07-01,2013-07-01,1,16000.0,2012-01-01,2012-01-01,1,2
132137,c:27643,Excelsoft,excelsoft,ecommerce,operating,1999-01-01,IND,Mysore,Mysore,,,0,0,2008-09-17,2008-09-17,1,8620000.0,,,0,0
132159,c:27645,Kurtosys,kurtosys,enterprise,operating,2002-01-01,GBR,London,London,,,0,0,2006-01-01,2013-11-26,6,25700000.0,2012-04-01,2012-04-01,1,7
132169,c:27646,Regent Education,regent education,software,operating,,USA,Frederick,Washington DC,,,0,0,2006-09-07,2012-03-05,3,14350000.0,2011-01-01,2011-01-01,1,2
132180,c:27647,Vericept,vericept,software,acquired,1999-01-01,USA,Denver,Denver,,,0,0,2005-02-09,2008-07-15,2,20500000.0,2007-02-01,2007-02-01,1,4
132213,c:27650,Nusym Technology,nusym technology,semiconductor,operating,2004-01-01,USA,Los Gatos,SF Bay,,,0,0,2008-09-10,2010-03-19,2,8100000.0,,,0,2
132358,c:276636,ThermoAura,thermoaura,biotech,operating,2011-01-01,USA,Troy,Troy,,,0,0,2013-11-01,2013-11-01,1,750000.0,,,0,1
132371,c:276649,Toplist,toplist,ecommerce,operating,2013-08-01,,,unknown,,,0,0,2013-08-01,2013-08-01,1,240000.0,,,0,3
132381,c:27666,Beijing Kylin Net Information Technology,beijing kylin net information technology,games_video,operating,,,,unknown,,,0,0,2008-11-13,2008-11-13,1,15000000.0,,,0,0
132382,c:276660,St. Louis Spine Center,st louis spine center,health,operating,2007-01-01,USA,Creve Coeur,Saint Louis,,,0,0,2011-02-08,2013-07-18,2,581000.0,,,0,1
132383,c:276661,Hydra Dx,hydra dx,biotech,operating,2008-01-01,USA,Pasadena,Los Angeles,,,0,0,2013-07-18,2013-07-18,1,520000.0,,,0,1
132394,c:276672,ePark Systems,epark systems,hardware,operating,2004-01-01,USA,Manchester,Manchester,,,0,0,2013-07-14,2013-07-14,1,250104.0,,,0,2
132397,c:276677,Chrysallis,chrysallis,other,operating,2005-01-01,USA,New York,New York,,,0,0,2013-07-13,2013-07-13,1,700000.0,,,0,1
132399,c:276679,WinView,winview,games_video,operating,2008-01-01,USA,Carmel,Carmel,,,0,0,2013-07-13,2013-07-13,1,1600000.0,,,0,1
132405,c:276685,Capy Inc.,capy,other,operating,2012-10-22,,,unknown,,,0,0,2012-11-01,2013-05-01,2,1055000.0,,,0,0
132427,c:276705,Terrajoule,terrajoule,hardware,operating,2009-01-01,USA,Redwood City,SF Bay,,,0,0,2013-11-04,2013-11-04,1,11500000.0,2013-11-04,2013-11-04,1,2
132428,c:276707,Hilosoft,hilosoft,software,operating,,USA,La Mesa,TBD,,,0,0,2011-06-02,2011-06-02,1,240000.0,,,0,1
132430,c:276709,Mobile Media Partners,mobile media,mobile,operating,2011-01-01,USA,"Hasbrouck Heights,",TBD,,,0,0,2011-07-01,2011-07-01,1,1000000.0,,,0,1
132435,c:276714,Avuxi,avuxi,,operating,,,,unknown,,,0,0,2013-08-05,2013-08-05,1,19299.0,,,0,2
132443,c:276721,Guardian EMS Products,guardian ems products,manufacturing,operating,2011-07-05,USA,Vista,San Diego,,,0,0,2011-06-17,2011-06-17,1,575000.0,,,0,2
132447,c:276726,FluTrends International,flutrends international,biotech,operating,2009-01-01,USA,Reston,Washington DC,,,0,0,2011-06-17,2011-06-17,1,300000.0,,,0,3
132450,c:276729,Essential Testing,essential testing,biotech,operating,2011-01-01,USA,Collinsville,TBD,,,0,0,2011-06-17,2011-06-17,1,2000000.0,,,0,1
132457,c:276736,Oxford Phamascience Group,oxford phamascience group,biotech,operating,,GBR,London,London,,,0,0,2011-11-02,2013-10-31,2,7823380.0,,,0,2
132459,c:276738,IntelGenX,intelgenx,biotech,operating,2012-07-01,CAN,Ville St-Laurent,TBD,,,0,0,2011-06-17,2011-06-17,1,1730298.0,,,0,2
132461,c:27674,Inge Watertechnologies,inge watertechnologies,cleantech,operating,,,,unknown,,,0,0,2009-07-07,2009-07-07,1,7009500.0,,,0,0
132469,c:276747,Forward Health Group,forward health group,medical,operating,2009-01-01,USA,Madison,Madison,,,0,0,2011-06-19,2011-06-19,1,228000.0,,,0,2
132471,c:276749,TeachTown,teachtown,software,operating,2003-01-01,USA,Los Angeles,Los Angeles,,,0,0,2011-06-20,2011-06-20,1,1750000.0,,,0,3
132472,c:27675,Prometheus Energy,prometheus energy,cleantech,operating,2008-01-01,USA,Redmond,Seattle,,,0,0,2009-07-06,2009-07-06,1,20000000.0,,,0,1
132473,c:276750,Green Generation Solutions,green generation solutions,cleantech,operating,,USA,Bethesda,Washington DC,,,0,0,2011-05-16,2011-05-16,1,2000000.0,,,0,2
132476,c:276753,SageFire,sagefire,software,operating,2003-01-01,USA,Boulder,Denver,,,0,0,2011-06-20,2011-06-20,1,2198284.0,,,0,1
132486,c:276762,foodjunky,foodjunky,other,operating,2011-08-06,USA,Detroit,Detroit,,,0,0,2012-01-01,2013-11-26,2,140000.0,2012-01-01,2012-01-01,1,4
132487,c:276763,Actus Interactive Software,actus interactive software,software,operating,2011-01-01,USA,Carlsbad,San Diego,,,0,0,2011-05-06,2011-05-06,1,242500.0,,,0,1
132490,c:276766,SteadMed Medical,steadmed medical,medical,operating,2010-01-01,USA,Fort Worth,Dallas,,,0,0,2011-06-28,2011-06-28,1,3075000.0,,,0,1
132491,c:276767,Clarimedix,clarimedix,biotech,operating,2006-01-01,USA,Aurora,Denver,,,0,0,2011-05-17,2011-05-17,1,275000.0,,,0,2
132495,c:276770,Rose Island,rose island,ecommerce,operating,2013-03-10,IND,Chandigarh,Chandigarh,,,0,0,2013-11-04,2013-11-04,1,10000.0,2013-03-10,2013-03-10,1,1
132497,c:276772,InnFocus Inc,innfocus,biotech,operating,2003-01-01,USA,Miami,Miami,,,0,0,2011-05-27,2011-05-27,1,2000000.0,,,0,2
132499,c:276774,JustInvesting,justinvesting,finance,operating,,,,unknown,,,0,0,2013-11-18,2013-11-18,1,1136439.0,2012-06-01,2013-11-13,2,1
132500,c:276775,ImmunoPhotonics,immunophotonics,biotech,operating,2008-01-01,USA,Columbia,Saint Louis,,,0,0,2010-05-12,2011-05-27,2,650123.0,,,0,2
132510,c:276785,PriceShoppers.com,priceshoppers,ecommerce,operating,2013-02-01,FRA,Sophia-Antipolis,Sophia Antipolis,,,0,0,2013-03-14,2013-03-14,1,275000.0,2013-02-01,2013-02-01,1,2
132553,c:27683,Primatech,primatech,enterprise,operating,,USA,Columbus,Columbus,,,0,0,2008-09-03,2008-09-03,1,16000000.0,,,0,1
132555,c:276831,SpineForm,spineform,medical,operating,,USA,Cincinnati,Cincinnati,,,0,0,2011-04-05,2011-04-05,1,539081.0,,,0,0
132572,c:27685,Real Image Media Technologies,real image media technologies,software,operating,1986-01-01,IND,Chennai,Chennai,,,0,0,2008-08-01,2008-08-01,1,16000000.0,,,0,0
132582,c:27686,Secerno,secerno,,acquired,2003-01-01,GBR,Oxford,London,,,0,0,2006-03-01,2008-07-10,2,19800000.0,2010-05-20,2010-05-20,1,2
132649,c:276925,Shenandoah Studios,shenandoah studios,games_video,operating,,,,unknown,,,0,0,2013-11-04,2013-11-04,1,150000.0,,,0,2
132669,c:276944,Blucarat,blucarat,web,operating,2013-01-01,USA,Suite 400,TBD,,,0,0,2013-11-04,2013-11-04,1,1000000.0,,,0,3
132674,c:276949,Extra Life,extra life,games_video,operating,,,,unknown,,,0,0,2013-11-06,2013-11-06,1,3809607.0,2013-11-04,2013-11-04,1,0
132676,c:276950,Bambeco,bambeco,web,operating,,USA,Baltimore,Baltimore,,,0,0,2011-05-19,2013-11-04,2,5432030.0,,,0,2
132688,c:276961,Neitui,neitui,consulting,operating,,CHN,,China - Other,,,0,0,2013-11-05,2013-11-05,1,400000.0,,,0,0
132695,c:276968,Atrum Coal,atrum coal,manufacturing,operating,,USA,Subiaco,TBD,,,0,0,2013-11-04,2013-11-04,1,18500000.0,,,0,3
132702,c:276974,9Mile Labs,9mile labs,other,operating,2013-01-01,USA,Seattle,Seattle,,,0,0,2013-11-04,2013-11-04,1,900000.0,,,0,1
132712,c:276983,Pecabu,pecabu,software,operating,2013-01-01,USA,San Francisco,SF Bay,,,0,0,2013-11-04,2013-11-04,1,325000.0,,,0,1
132713,c:276984,Broadcasting Authority of Ireland(BAI),broadcasting authority of ireland bai,other,operating,2009-01-01,IRL,Dublin 2,Dublin,,,0,0,2013-11-04,2013-11-04,1,1500000.0,,,0,1
132717,c:276989,TruQC,truqc,consulting,operating,2011-01-01,USA,Kirkwood,TBD,,,0,0,2013-11-04,2013-11-04,1,150000.0,,,0,2
132723,c:276995,EcoGroomer,ecogroomer,web,operating,,USA,Seminole,TBD,,,0,0,2013-11-04,2013-11-04,1,295000.0,,,0,1
132726,c:276998,Infrastructure Networks,infrastructure networks,cleantech,operating,,USA,Houston,Houston,,,0,0,2013-11-04,2013-11-04,1,10600000.0,,,0,5
132728,c:277,eBuddy,ebuddy,messaging,operating,2003-09-01,NLD,Amsterdam,Amsterdam,,,0,0,2006-10-26,2008-02-05,2,15873700.0,2010-12-21,2012-06-27,4,15
132735,c:27701,Firecomms,firecomms,semiconductor,acquired,2000-01-01,IRL,Cork,Cork,,,0,0,2006-04-28,2009-01-14,2,17035520.0,,,0,3
132746,c:27702,Valensum,valensum,software,operating,,ISR,,Israel - Other,,,0,0,2009-03-25,2009-03-25,1,5010000.0,,,0,0
132749,c:277022,FloTime,flotime,other,operating,2010-01-01,USA,Round Rock,Austin,,,0,0,2011-06-28,2011-06-28,1,400000.0,,,0,2
132755,c:277028,GeoDigital,geodigital,software,operating,2005-01-01,CAN,Hamilton,Hamilton,,,0,0,2011-06-28,2011-06-28,1,799999.0,,,0,2
132776,c:277049,BugBuster,bugbuster,software,operating,,CHE,1024 Ecublens,TBD,,,0,0,2013-11-05,2013-11-05,1,1100000.0,2013-11-05,2013-11-05,1,0
132777,c:27705,Ion Beam Services,ion beam services,semiconductor,operating,1987-01-01,FRA,Peynier,Peynier,,,0,0,2009-01-02,2009-01-02,1,4490000.0,,,0,3
132779,c:277052,PrognosDx Health,prognosdx health,biotech,operating,,USA,Palo Alto,SF Bay,,,0,0,2011-05-17,2011-05-17,1,10000.0,,,0,3
132784,c:277057,ProteoTech,proteotech,biotech,operating,1996-01-01,USA,Kirkland,Seattle,,,0,0,2011-06-28,2011-06-28,1,10021378.0,,,0,2
132787,c:27706,Exakis,exakis,consulting,operating,2001-01-01,FRA,Paris,Paris,,,0,0,2009-01-20,2009-01-20,1,4400000.0,,,0,0
132793,c:277065,ArtVentive Medical Group,artventive medical group,medical,operating,2007-01-01,USA,Carlsbad,San Diego,,,0,0,2011-06-28,2011-06-28,1,500000.0,,,0,2
132799,c:277070,Effcon MXR,effcon mxr,biotech,operating,2009-01-01,USA,Atlanta,Atlanta,,,0,0,2011-06-29,2011-06-29,1,721566.0,,,0,2
132809,c:27708,Ofidium,ofidium,mobile,operating,,AUS,Melbourne,Melbourne,,,0,0,2009-03-04,2009-03-04,1,3890000.0,,,0,2
132828,c:2771,Live On The Go,live on the go,web,acquired,,USA,Anaheim,Los Angeles,,,0,0,2009-05-29,2009-05-29,1,60000.0,,,0,0
132863,c:277135,WellRight,wellright,software,operating,,USA,Chicago,Chicago,,,0,0,2013-11-05,2013-11-05,1,4000000.0,,,0,2
132867,c:277139,Opternative,opternative,health,operating,2013-01-01,USA,Chicago,Chicago,,,0,0,2013-11-05,2013-11-05,1,150000.0,2013-10-01,2013-10-01,1,4
132871,c:277142,PetSitnStay,petsitnstay,pets,operating,2013-10-30,,,unknown,,,0,0,2013-09-05,2013-09-05,1,3000.0,2013-10-30,2013-10-30,1,2
132923,c:277192,Dark Mail Alliance,dark mail alliance,messaging,operating,,,,unknown,,,0,0,2013-11-28,2013-11-28,1,212000.0,,,0,0
132926,c:277196,Troubleshooters Inc,troubleshooters,consulting,operating,1975-01-09,USA,South Lake Tahoe,TBD,,,0,0,2013-11-05,2013-11-05,1,86000.0,,,0,1
132947,c:277218,Okoaafrica Safari,okoaafrica safari,travel,operating,2005-01-01,KEN,Nairobi,Nairobi,,,0,0,2010-01-09,2010-01-09,1,500000.0,2006-02-06,2006-02-06,1,1
132959,c:277229,PointClear Solutions,pointclear solutions,,operating,,USA,Atlanta,Atlanta,,,0,0,2013-11-13,2013-11-13,1,471925.0,,,0,0
132960,c:277230,Bubbles,bubbles,web,operating,2012-01-01,GBR,,United Kingdom - Other,,,0,0,2013-11-05,2013-11-05,1,606101.0,,,0,1
132962,c:277232,Sun Number,sun number,cleantech,operating,2012-01-01,,,unknown,,,0,0,2013-11-05,2013-11-05,1,1000000.0,,,0,1
132981,c:27725,Hyperformix,hyperformix,software,acquired,,USA,Austin,Austin,,,0,0,2006-08-30,2009-03-03,2,11800000.0,2005-01-01,2005-01-01,1,3
132997,c:277264,VILOOP,viloop,web,operating,2013-01-01,ESP,MADRID,Madrid,,,0,0,2013-11-05,2013-11-05,1,411712.0,,,0,0
133009,c:277275,Peeridea,peeridea,,operating,,USA,SUNNYVALE,SF Bay,,,0,0,2013-10-22,2013-10-22,1,100000.0,,,0,1
133013,c:27728,Axel Technologies,axel technologies,software,operating,2003-01-01,FIN,Turku,TURKU,,,0,0,2009-01-21,2009-01-21,1,3100000.0,,,0,3
133014,c:277280,Simplificare,simplificare,health,operating,2010-01-01,CAN,"Orleans,Ontario",TBD,,,0,0,2013-11-04,2013-11-04,1,10000000.0,,,0,3
133017,c:277283,VGBio,vgbio,health,operating,2013-01-01,USA,Naperville,Chicago,,,0,0,2013-11-04,2013-11-04,1,3692558.0,,,0,3
133018,c:277284,Joust,joust,social,operating,,USA,AUSTIN,Austin,,,0,0,2013-11-05,2013-11-05,1,734998.0,,,0,1
133019,c:277285,Viooz,viooz,other,operating,,USA,,California - Other,,,0,0,2013-11-05,2013-11-05,1,350000.0,,,0,1
133020,c:277286,SEElogix,seelogix,web,operating,2011-01-01,USA,Richmond,SF Bay,,,0,0,2013-11-05,2013-11-05,1,112500.0,,,0,2
133021,c:277287,Energy Harvesters LLC,energy harvesters,cleantech,operating,2011-05-03,USA,Somerville,Boston,,,0,0,2013-05-31,2013-05-31,1,100000.0,,,0,2
133030,c:277295,Faraday,faraday,software,operating,,,,unknown,,,0,0,2013-03-01,2013-03-01,1,130000.0,,,0,4
133056,c:277322,Shady Grove Fertility,shady grove fertility,biotech,operating,1991-01-01,USA,Rockville,Washington DC,,,0,0,2012-06-24,2012-06-24,1,250000.0,,,0,1
133059,c:277325,LAN-Power,lan power,manufacturing,operating,2007-01-01,USA,Fremont,SF Bay,,,0,0,2011-06-28,2011-06-28,1,500000.0,,,0,0
133061,c:277327,ROI²,roi²,biotech,operating,2009-01-01,USA,Reston,Washington DC,,,0,0,2011-06-24,2011-06-24,1,1000000.0,,,0,3
133065,c:277331,EverCharge,evercharge,other,operating,2007-01-01,USA,San Francisco,SF Bay,,,0,0,2011-10-06,2012-08-12,2,200000.0,,,0,1
133066,c:277333,Exodus Payment Systems,exodus payment systems,software,operating,2009-01-01,USA,Blackshear,TBD,,,0,0,2011-06-28,2011-06-28,1,577083.0,,,0,1
133068,c:277335,Constant Insight,constant insight,advertising,operating,,USA,Orlando,Orlando,,,0,0,2013-01-03,2013-01-03,1,16666.0,,,0,2
133071,c:277338,Think-Now,think now,other,operating,,USA,San Francisco,SF Bay,,,0,0,2011-06-28,2011-06-28,1,150000.0,,,0,1
133074,c:277340,Asset Marketing Services,asset marketing services,hardware,operating,1984-01-01,USA,Burnsville,Minneapolis,,,0,0,2011-07-08,2011-07-08,1,6000000.0,,,0,3
133076,c:277342,AbleSky,ablesky,software,operating,2007-01-01,USA,Mountain View,SF Bay,,,0,0,2011-06-29,2011-06-29,1,1273000.0,,,0,1
133086,c:277352,BioDerm,bioderm,biotech,operating,,USA,Largo,Tampa,,,0,0,2011-06-22,2011-06-22,1,603850.0,,,0,5
133090,c:277356,GT Channel,gt channel,automotive,operating,,USA,,California - Other,,,0,0,2012-09-01,2012-09-01,1,325000.0,,,0,3
133096,c:277361,Learncafe,learncafe,education,operating,2013-03-03,BRA,Belo Horizonte,Belo Horizonte,,,0,0,2013-02-01,2013-02-01,1,500000.0,2013-02-01,2013-02-01,1,2
133098,c:277363,Green Hills,green hills,biotech,operating,1986-01-01,USA,Ames,Des Moines,,,0,0,2011-06-22,2011-06-22,1,842425.0,,,0,2
133100,c:277365,Synergy Pharmaceuticals,synergy pharmaceuticals,biotech,operating,,USA,New York,New York,,,0,0,2011-06-20,2011-06-20,1,1161243.0,,,0,3
133103,c:277368,i4.ms,i4 ms,enterprise,operating,,NOR,Oslo,Oslo,,,0,0,2012-12-01,2012-12-01,1,35000.0,,,0,1
133104,c:277369,Greenhouse Strategies,greenhouse strategies,hardware,operating,2010-01-01,USA,So. Hackensack,TBD,,,0,0,2011-06-09,2011-06-09,1,310000.0,,,0,1
133111,c:277375,MuciMed,mucimed,biotech,operating,2005-01-01,USA,Kalamazoo,Kalamazoo,,,0,0,2011-06-08,2011-06-08,1,200000.0,,,0,1
133113,c:277377,Karuna Pharmaceuticals,karuna pharmaceuticals,biotech,operating,2009-01-01,USA,Boston,Boston,,,0,0,2011-06-09,2011-06-09,1,600000.0,,,0,1
133116,c:27738,Evogen,evogen,security,operating,2001-01-01,USA,Kansas City,Kansas City,,,0,0,2008-11-17,2010-01-25,2,4041322.0,,,0,4
133118,c:277381,IKOTECH,ikotech,biotech,operating,,USA,New Albany,New Albany,,,0,0,2011-05-08,2011-05-08,1,175000.0,,,0,3
133126,c:277389,Action Online Publishing,action online publishing,games_video,operating,2010-01-01,USA,St. Louis,Saint Louis,,,0,0,2011-09-01,2011-11-01,2,100000.0,2010-01-01,2010-01-01,1,1
133127,c:27739,Wiral Internet Group,wiral internet group,software,operating,2006-01-01,SWE,Stockholm,Stockholm,,,0,0,2008-10-31,2008-10-31,1,3000000.0,2012-07-01,2012-07-01,1,1
133130,c:277392,Glokalise,glokalise,social,operating,2012-07-11,MYS,Subang Jaya,Subang Jaya,,,0,0,2013-09-01,2013-09-01,1,150000.0,,,0,2
133138,c:27740,Texert,texert,software,closed,2007-01-01,USA,Dallas,Dallas,,,0,0,2008-10-21,2008-10-21,1,3000000.0,,,0,1
133148,c:27741,eMinor,eminor,software,closed,2006-10-01,USA,Durham,Raleigh-Durham,,,0,0,2006-08-01,2008-10-07,2,5000000.0,,,0,9
133159,c:27742,Async Technologies,async technologies,software,operating,2004-01-01,IRL,Ennis,Ennis,,,0,0,2008-10-21,2008-10-21,1,3160000.0,,,0,1
133164,c:277424,Jobber,jobber,,operating,,,,unknown,,,0,0,2012-01-01,2013-01-28,2,740428.0,,,0,0
133169,c:277430,InNetwork,innetwork,advertising,operating,2012-10-01,CAN,Halifax,Halifax,,,0,0,2012-10-01,2012-10-01,1,490000.0,2012-10-01,2012-10-01,1,2
133177,c:277439,GeoPoll,geopoll,analytics,operating,,USA,Denver,Denver,,,0,0,2013-11-06,2013-11-06,1,6600000.0,2013-11-06,2013-11-06,1,2
133189,c:27745,Comat Technologies,comat technologies,other,closed,1996-01-01,IND,Bangalore,Bangalore,,,0,0,2007-03-10,2008-10-01,3,25000000.0,2008-04-01,2008-04-01,1,1
133195,c:277455,Wallarm,wallarm,security,operating,2013-01-01,USA,,United States - Other,,,0,0,2013-11-06,2013-11-06,1,500000.0,,,0,2
133216,c:27748,mechatronic systemtechnik,mechatronic systemtechnik,semiconductor,operating,1998-01-01,AUT,Villach,Villach,,,0,0,2008-10-27,2008-10-27,1,3240000.0,,,0,1
133232,c:277494,Building Robotics,building robotics,software,operating,2012-01-01,USA,Oakland,SF Bay,,,0,0,2013-11-08,2013-11-08,1,1140000.0,2013-11-08,2013-11-08,1,5
133234,c:277496,Advanced Oncotherapy,advanced oncotherapy,medical,operating,2013-01-15,GBR,London,London,,,0,0,2013-11-06,2013-11-06,1,757626.0,,,0,1
133237,c:2775,Tectura,tectura,software,operating,2001-01-01,USA,Redwood City,SF Bay,,,0,0,2005-06-13,2005-06-13,1,10000000.0,,,0,2
133238,c:27750,Aristo Music,aristo music,software,operating,,BEL,Hasselt,Hasselt,,,0,0,2008-11-25,2008-11-25,1,3380000.0,,,0,1
133247,c:277508,Sprig,sprig,hospitality,operating,,,,unknown,,,0,0,2013-11-06,2013-11-06,1,1200000.0,,,0,2
133250,c:277512,Phi Optics,phi optics,hardware,operating,2009-01-01,USA,Champaign,Champaign,,,0,0,2013-11-06,2013-11-06,1,250000.0,,,0,3
133251,c:277513,Commercial Mortgage Capital,commercial mortgage,real_estate,operating,,USA,Livingston,Livingston,,,0,0,2013-11-06,2013-11-06,1,26500000.0,,,0,0
